DocumentId;Ordinal;Product;Quantity;Price;TaxRate
166;3;Headphones;17;481,71;8
167;1;Printer;11;291,03;23
167;2;Keyboard;13;113,41;8
167;3;Headphones;17;151,22;23
167;4;Mouse;12;358,67;8
167;5;Hard drive;5;284,26;23
168;1;Printer;13;349,67;8
168;2;Keyboard;2;456,27;8
168;3;Headphones;19;273,07;8
168;4;Mouse;13;387,03;8
169;1;Printer;5;295,72;23
169;2;Keyboard;1;445,80;8
169;3;Headphones;19;11,20;23
169;4;Mouse;5;226,99;8
169;5;Hard drive;4;163,16;23
169;6;RAM;10;195,90;8
169;7;Graphics Card;12;350,86;23
169;8;Processor;10;224,81;8
170;1;Printer;3;192,97;8
170;2;Keyboard;9;486,99;8
170;3;Headphones;10;141,75;8
170;4;Mouse;10;402,82;8
170;5;Hard drive;19;219,80;8
170;6;RAM;8;123,72;8
170;7;Graphics Card;2;370,40;8
170;8;Processor;15;248,53;8
170;9;Monitor;13;341,71;8
171;1;Printer;12;21,67;23
171;2;Keyboard;5;237,23;8
172;1;Printer;2;170,68;8
172;2;Keyboard;16;191,49;8
172;3;Headphones;3;203,81;8
172;4;Mouse;2;442,95;8
172;5;Hard drive;12;304,41;8
172;6;RAM;1;101,43;8
173;1;Printer;4;375,40;23
173;2;Keyboard;8;435,79;8
173;3;Headphones;15;266,83;23
173;4;Mouse;1;472,89;8
173;5;Hard drive;5;488,46;23
174;1;Printer;3;47,21;8
174;2;Keyboard;9;412,20;8
174;3;Headphones;8;298,44;8
175;1;Printer;16;344,85;23
175;2;Keyboard;5;183,26;8
175;3;Headphones;7;35,08;23
175;4;Mouse;7;444,14;8
175;5;Hard drive;15;141,50;23
176;1;Printer;13;255,81;8
176;2;Keyboard;18;495,57;8
176;3;Headphones;12;472,66;8
176;4;Mouse;6;223,15;8
176;5;Hard drive;6;472,51;8
176;6;RAM;8;433,90;8
176;7;Graphics Card;14;144,20;8
176;8;Processor;19;192,83;8
176;9;Monitor;17;33,27;8
177;1;Printer;1;170,29;23
177;2;Keyboard;18;498,24;8
177;3;Headphones;10;62,05;23
178;1;Printer;2;383,17;8
178;2;Keyboard;13;140,23;8
178;3;Headphones;6;293,50;8
179;1;Printer;15;221,02;23
179;2;Keyboard;15;391,96;8
179;3;Headphones;4;224,16;23
179;4;Mouse;6;423,45;8
179;5;Hard drive;14;325,72;23
180;1;Printer;17;204,69;8
180;2;Keyboard;11;115,87;8
180;3;Headphones;15;304,20;8
180;4;Mouse;18;484,52;8
180;5;Hard drive;3;122,44;8
180;6;RAM;9;78,80;8
181;1;Printer;1;155,17;23
181;2;Keyboard;5;326,55;8
181;3;Headphones;16;390,56;23
181;4;Mouse;2;468,31;8
181;5;Hard drive;4;131,23;23
181;6;RAM;3;451,52;8
181;7;Graphics Card;19;356,18;23
182;1;Printer;8;275,47;8
183;1;Printer;18;253,02;23
183;2;Keyboard;18;479,33;8
183;3;Headphones;6;163,06;23
183;4;Mouse;9;484,68;8
183;5;Hard drive;12;76,58;23
183;6;RAM;3;298,91;8
184;1;Printer;19;102,27;8
184;2;Keyboard;7;256,91;8
184;3;Headphones;18;115,94;8
184;4;Mouse;18;251,17;8
184;5;Hard drive;12;413,50;8
184;6;RAM;3;157,70;8
184;7;Graphics Card;16;174,07;8
184;8;Processor;17;273,12;8
185;1;Printer;11;491,25;23
186;1;Printer;4;147,06;8
186;2;Keyboard;7;258,02;8
186;3;Headphones;6;236,44;8
186;4;Mouse;1;472,77;8
186;5;Hard drive;18;94,69;8
186;6;RAM;18;350,03;8
187;1;Printer;15;214,22;23
187;2;Keyboard;11;70,03;8
187;3;Headphones;15;420,96;23
187;4;Mouse;10;396,61;8
188;1;Printer;9;443,22;8
188;2;Keyboard;10;38,72;8
188;3;Headphones;7;205,87;8
188;4;Mouse;16;228,28;8
188;5;Hard drive;10;367,40;8
188;6;RAM;18;473,14;8
188;7;Graphics Card;5;358,82;8
188;8;Processor;9;336,17;8
189;1;Printer;1;290,83;23
190;1;Printer;2;62,43;8
190;2;Keyboard;9;220,43;8
190;3;Headphones;14;92,41;8
190;4;Mouse;12;401,07;8
190;5;Hard drive;14;404,03;8
190;6;RAM;15;130,95;8
190;7;Graphics Card;6;404,07;8
190;8;Processor;10;288,36;8
190;9;Monitor;15;270,24;8
191;1;Printer;2;213,31;23
191;2;Keyboard;12;396,78;8
191;3;Headphones;5;245,34;23
191;4;Mouse;6;94,45;8
191;5;Hard drive;11;53,84;23
191;6;RAM;11;474,13;8
191;7;Graphics Card;3;479,02;23
191;8;Processor;8;268,50;8
191;9;Monitor;16;47,11;23
192;1;Printer;4;69,08;8
192;2;Keyboard;19;166,82;8
192;3;Headphones;14;17,96;8
192;4;Mouse;16;290,38;8
192;5;Hard drive;2;302,93;8
192;6;RAM;13;206,11;8
192;7;Graphics Card;15;199,42;8
192;8;Processor;15;247,76;8
193;1;Printer;2;246,90;23
193;2;Keyboard;18;417,73;8
193;3;Headphones;12;467,53;23
193;4;Mouse;18;448,79;8
193;5;Hard drive;15;246,86;23
194;1;Printer;12;55,33;8
194;2;Keyboard;19;484,15;8
194;3;Headphones;10;404,26;8
194;4;Mouse;19;37,93;8
194;5;Hard drive;14;141,62;8
195;1;Printer;7;108,48;23
195;2;Keyboard;17;235,98;8
195;3;Headphones;10;498,54;23
195;4;Mouse;7;222,95;8
195;5;Hard drive;15;35,79;23
195;6;RAM;12;293,10;8
195;7;Graphics Card;5;107,55;23
196;1;Printer;18;320,07;8
196;2;Keyboard;14;77,48;8
196;3;Headphones;7;130,64;8
197;1;Printer;8;343,22;23
197;2;Keyboard;10;431,62;8
197;3;Headphones;9;58,54;23
197;4;Mouse;19;267,64;8
197;5;Hard drive;4;275,32;23
197;6;RAM;4;39,96;8
197;7;Graphics Card;4;93,84;23
197;8;Processor;4;124,99;8
198;1;Printer;5;42,78;8
198;2;Keyboard;6;136,36;8
198;3;Headphones;7;268,17;8
198;4;Mouse;2;427,11;8
198;5;Hard drive;2;50,59;8
198;6;RAM;17;154,39;8
199;1;Printer;17;238,09;23
200;1;Printer;2;335,51;8
200;2;Keyboard;10;490,08;8
200;3;Headphones;1;410,85;8
200;4;Mouse;19;260,27;8
201;1;Printer;15;379,64;23
201;2;Keyboard;16;171,45;8
201;3;Headphones;16;374,53;23
201;4;Mouse;1;228,20;8
201;5;Hard drive;9;491,45;23
201;6;RAM;12;349,98;8
201;7;Graphics Card;18;113,97;23
201;8;Processor;11;417,36;8
202;1;Printer;10;364,24;8
202;2;Keyboard;2;206,15;8
202;3;Headphones;3;286,74;8
202;4;Mouse;19;87,56;8
202;5;Hard drive;1;361,33;8
202;6;RAM;15;72,13;8
202;7;Graphics Card;3;62,36;8
202;8;Processor;15;429,71;8
203;1;Printer;6;309,16;23
203;2;Keyboard;10;437,49;8
203;3;Headphones;10;210,07;23
203;4;Mouse;4;368,22;8
203;5;Hard drive;15;273,92;23
203;6;RAM;11;152,27;8
203;7;Graphics Card;7;403,11;23
203;8;Processor;14;160,53;8
203;9;Monitor;3;430,59;23
204;1;Printer;8;386,73;8
204;2;Keyboard;18;382,41;8
204;3;Headphones;11;184,03;8
205;1;Printer;12;239,96;23
205;2;Keyboard;2;225,50;8
205;3;Headphones;4;490,32;23
206;1;Printer;9;101,42;8
206;2;Keyboard;8;162,51;8
206;3;Headphones;13;34,29;8
207;1;Printer;7;90,53;23
207;2;Keyboard;12;118,64;8
208;1;Printer;7;317,13;8
208;2;Keyboard;5;26,27;8
208;3;Headphones;12;177,07;8
208;4;Mouse;1;19,97;8
208;5;Hard drive;15;347,27;8
208;6;RAM;12;295,50;8
209;1;Printer;16;148,95;23
209;2;Keyboard;2;436,81;8
209;3;Headphones;13;337,49;23
209;4;Mouse;13;487,27;8
209;5;Hard drive;18;178,74;23
209;6;RAM;10;54,21;8
209;7;Graphics Card;13;193,30;23
210;1;Printer;4;280,91;8
210;2;Keyboard;12;112,99;8
210;3;Headphones;2;326,98;8
210;4;Mouse;6;243,62;8
210;5;Hard drive;18;483,73;8
211;1;Printer;5;19,76;23
211;2;Keyboard;19;78,04;8
211;3;Headphones;6;351,09;23
211;4;Mouse;18;187,40;8
212;1;Printer;7;205,21;8
212;2;Keyboard;6;61,87;8
212;3;Headphones;1;111,78;8
212;4;Mouse;19;31,68;8
212;5;Hard drive;3;404,79;8
212;6;RAM;2;160,25;8
213;1;Printer;5;333,56;23
214;1;Printer;14;436,43;8
214;2;Keyboard;4;170,15;8
214;3;Headphones;5;72,91;8
214;4;Mouse;15;452,58;8
214;5;Hard drive;4;128,80;8
214;6;RAM;5;126,38;8
214;7;Graphics Card;4;287,60;8
214;8;Processor;15;286,90;8
215;1;Printer;19;430,13;23
215;2;Keyboard;14;124,92;8
215;3;Headphones;8;479,11;23
215;4;Mouse;2;411,61;8
215;5;Hard drive;18;371,48;23
216;1;Printer;15;76,67;8
216;2;Keyboard;13;113,63;8
217;1;Printer;11;192,17;23
217;2;Keyboard;12;185,86;8
217;3;Headphones;18;30,42;23
217;4;Mouse;12;156,10;8
217;5;Hard drive;2;273,36;23
217;6;RAM;17;71,17;8
217;7;Graphics Card;16;25,35;23
218;1;Printer;17;344,08;8
218;2;Keyboard;8;220,32;8
218;3;Headphones;18;420,31;8
218;4;Mouse;16;87,28;8
218;5;Hard drive;17;302,75;8
218;6;RAM;10;412,10;8
218;7;Graphics Card;14;66,17;8
218;8;Processor;17;243,39;8
218;9;Monitor;18;373,77;8
219;1;Printer;10;458,17;23
219;2;Keyboard;16;159,76;8
219;3;Headphones;18;144,79;23
219;4;Mouse;6;454,54;8
220;1;Printer;15;467,76;8
220;2;Keyboard;7;198,30;8
220;3;Headphones;18;344,32;8
220;4;Mouse;14;158,32;8
220;5;Hard drive;5;297,36;8
220;6;RAM;9;400,15;8
220;7;Graphics Card;13;400,78;8
220;8;Processor;8;236,13;8
221;1;Printer;18;291,06;23
221;2;Keyboard;9;413,03;8
221;3;Headphones;3;262,47;23
222;1;Printer;13;437,94;8
222;2;Keyboard;2;58,94;8
222;3;Headphones;17;462,61;8
223;1;Printer;12;374,34;23
223;2;Keyboard;10;128,38;8
223;3;Headphones;14;341,44;23
223;4;Mouse;7;152,32;8
223;5;Hard drive;19;106,38;23
223;6;RAM;17;265,41;8
223;7;Graphics Card;3;302,95;23
223;8;Processor;14;120,40;8
224;1;Printer;1;82,68;8
224;2;Keyboard;3;463,68;8
224;3;Headphones;11;482,76;8
224;4;Mouse;3;141,11;8
224;5;Hard drive;13;456,11;8
224;6;RAM;6;130,16;8
225;1;Printer;4;308,41;23
225;2;Keyboard;17;404,65;8
225;3;Headphones;10;458,36;23
225;4;Mouse;1;402,83;8
225;5;Hard drive;8;177,49;23
225;6;RAM;17;217,50;8
225;7;Graphics Card;12;463,71;23
225;8;Processor;12;86,17;8
225;9;Monitor;16;340,16;23
226;1;Printer;3;51,87;8
226;2;Keyboard;10;189,68;8
226;3;Headphones;17;303,11;8
226;4;Mouse;1;241,78;8
227;1;Printer;2;476,24;23
228;1;Printer;11;188,88;8
228;2;Keyboard;7;126,31;8
228;3;Headphones;8;266,10;8
228;4;Mouse;16;54,76;8
228;5;Hard drive;5;194,12;8
228;6;RAM;14;190,86;8
229;1;Printer;9;498,74;23
229;2;Keyboard;4;207,08;8
229;3;Headphones;17;178,20;23
229;4;Mouse;13;125,95;8
229;5;Hard drive;18;353,29;23
229;6;RAM;15;406,33;8
229;7;Graphics Card;18;220,07;23
229;8;Processor;16;135,84;8
230;1;Printer;11;461,37;8
230;2;Keyboard;17;443,34;8
230;3;Headphones;6;29,59;8
230;4;Mouse;8;399,18;8
230;5;Hard drive;12;437,69;8
230;6;RAM;7;289,16;8
230;7;Graphics Card;11;428,16;8
230;8;Processor;15;156,18;8
231;1;Printer;12;92,05;23
231;2;Keyboard;3;242,95;8
232;1;Printer;14;371,43;8
232;2;Keyboard;13;70,07;8
232;3;Headphones;8;471,44;8
232;4;Mouse;5;305,62;8
232;5;Hard drive;9;293,64;8
233;1;Printer;3;52,06;23
233;2;Keyboard;19;276,88;8
233;3;Headphones;17;76,06;23
233;4;Mouse;14;314,92;8
233;5;Hard drive;6;82,69;23
234;1;Printer;19;190,31;8
235;1;Printer;16;445,75;23
235;2;Keyboard;14;20,35;8
235;3;Headphones;8;486,47;23
235;4;Mouse;7;444,93;8
235;5;Hard drive;9;478,03;23
236;1;Printer;2;99,51;8
237;1;Printer;13;453,17;23
237;2;Keyboard;19;31,54;8
237;3;Headphones;1;267,03;23
237;4;Mouse;8;324,95;8
238;1;Printer;8;413,57;8
238;2;Keyboard;5;343,66;8
238;3;Headphones;16;118,52;8
238;4;Mouse;2;193,70;8
238;5;Hard drive;14;337,32;8
238;6;RAM;3;472,93;8
238;7;Graphics Card;9;266,19;8
239;1;Printer;19;99,28;23
239;2;Keyboard;19;274,66;8
239;3;Headphones;3;186,96;23
239;4;Mouse;8;259,59;8
239;5;Hard drive;5;156,17;23
239;6;RAM;13;79,84;8
239;7;Graphics Card;3;262,65;23
239;8;Processor;11;185,81;8
240;1;Printer;9;127,81;8
241;1;Printer;19;206,66;23
241;2;Keyboard;2;18,29;8
241;3;Headphones;19;430,28;23
241;4;Mouse;12;193,13;8
241;5;Hard drive;9;381,18;23
241;6;RAM;9;171,50;8
242;1;Printer;8;376,50;8
243;1;Printer;14;290,18;23
244;1;Printer;12;150,30;8
244;2;Keyboard;12;239,66;8
245;1;Printer;11;359,95;23
245;2;Keyboard;17;416,12;8
245;3;Headphones;11;225,33;23
245;4;Mouse;19;355,73;8
245;5;Hard drive;1;311,33;23
245;6;RAM;4;155,49;8
246;1;Printer;17;215,82;8
246;2;Keyboard;18;492,55;8
247;1;Printer;19;9,19;23
248;1;Printer;14;196,03;8
248;2;Keyboard;14;51,57;8
248;3;Headphones;7;10,21;8
248;4;Mouse;3;84,09;8
248;5;Hard drive;18;372,36;8
249;1;Printer;7;448,86;23
250;1;Printer;2;42,16;8
250;2;Keyboard;9;126,48;8
250;3;Headphones;15;73,93;8
250;4;Mouse;13;215,84;8
251;1;Printer;2;439,16;23
251;2;Keyboard;8;240,32;8
251;3;Headphones;7;193,50;23
251;4;Mouse;7;349,18;8
251;5;Hard drive;12;95,34;23
251;6;RAM;2;50,08;8
251;7;Graphics Card;3;63,79;23
252;1;Printer;3;283,31;8
252;2;Keyboard;1;355,53;8
252;3;Headphones;13;13,65;8
253;1;Printer;8;45,16;23
253;2;Keyboard;6;170,10;8
253;3;Headphones;14;79,02;23
253;4;Mouse;9;178,30;8
253;5;Hard drive;13;384,68;23
253;6;RAM;5;137,23;8
253;7;Graphics Card;14;335,74;23
254;1;Printer;19;198,25;8
254;2;Keyboard;6;495,86;8
254;3;Headphones;14;135,29;8
254;4;Mouse;5;242,91;8
254;5;Hard drive;16;247,18;8
254;6;RAM;7;479,20;8
254;7;Graphics Card;10;450,02;8
255;1;Printer;5;412,67;23
255;2;Keyboard;10;86,93;8
255;3;Headphones;12;142,89;23
255;4;Mouse;8;443,58;8
255;5;Hard drive;15;49,64;23
255;6;RAM;10;306,04;8
256;1;Printer;10;219,49;8
256;2;Keyboard;4;333,45;8
257;1;Printer;3;89,30;23
257;2;Keyboard;9;272,73;8
257;3;Headphones;6;453,72;23
258;1;Printer;1;466,15;8
258;2;Keyboard;15;325,63;8
259;1;Printer;6;52,52;23
259;2;Keyboard;16;272,15;8
259;3;Headphones;19;322,56;23
259;4;Mouse;14;120,02;8
260;1;Printer;17;80,16;8
260;2;Keyboard;13;470,34;8
260;3;Headphones;18;328,60;8
260;4;Mouse;1;429,98;8
260;5;Hard drive;8;466,62;8
260;6;RAM;18;457,05;8
260;7;Graphics Card;14;328,61;8
260;8;Processor;12;182,40;8
260;9;Monitor;13;382,89;8
261;1;Printer;12;210,19;23
261;2;Keyboard;17;470,04;8
261;3;Headphones;5;134,43;23
261;4;Mouse;18;207,64;8
261;5;Hard drive;14;294,56;23
261;6;RAM;15;311,18;8
262;1;Printer;18;247,45;8
262;2;Keyboard;3;176,13;8
262;3;Headphones;18;172,98;8
262;4;Mouse;8;311,49;8
262;5;Hard drive;5;410,40;8
262;6;RAM;10;287,11;8
262;7;Graphics Card;16;459,06;8
263;1;Printer;4;274,35;23
263;2;Keyboard;16;248,09;8
264;1;Printer;15;283,36;8
264;2;Keyboard;16;447,68;8
264;3;Headphones;7;109,81;8
264;4;Mouse;3;205,13;8
264;5;Hard drive;1;315,86;8
264;6;RAM;5;219,13;8
264;7;Graphics Card;15;480,99;8
264;8;Processor;2;314,16;8
265;1;Printer;9;219,42;23
265;2;Keyboard;5;463,82;8
265;3;Headphones;10;276,54;23
265;4;Mouse;11;66,46;8
265;5;Hard drive;18;291,28;23
265;6;RAM;13;441,51;8
265;7;Graphics Card;8;87,90;23
265;8;Processor;8;28,66;8
266;1;Printer;19;209,55;8
266;2;Keyboard;15;450,99;8
266;3;Headphones;8;133,47;8
267;1;Printer;12;261,36;23
267;2;Keyboard;2;314,45;8
267;3;Headphones;13;67,57;23
267;4;Mouse;13;129,29;8
268;1;Printer;7;69,64;8
268;2;Keyboard;12;438,88;8
268;3;Headphones;4;263,34;8
268;4;Mouse;9;235,32;8
268;5;Hard drive;16;234,55;8
268;6;RAM;4;67,48;8
268;7;Graphics Card;17;204,37;8
268;8;Processor;2;387,47;8
269;1;Printer;5;296,90;23
269;2;Keyboard;1;358,57;8
269;3;Headphones;7;457,04;23
270;1;Printer;15;426,16;8
270;2;Keyboard;8;100,48;8
270;3;Headphones;18;308,16;8
270;4;Mouse;5;113,40;8
270;5;Hard drive;12;305,02;8
270;6;RAM;9;210,64;8
270;7;Graphics Card;16;481,28;8
270;8;Processor;13;352,27;8
271;1;Printer;12;288,17;23
271;2;Keyboard;10;488,58;8
271;3;Headphones;3;273,54;23
271;4;Mouse;11;302,17;8
272;1;Printer;3;492,57;8
272;2;Keyboard;17;296,89;8
272;3;Headphones;7;433,29;8
272;4;Mouse;12;451,29;8
272;5;Hard drive;12;182,35;8
273;1;Printer;16;451,16;23
273;2;Keyboard;15;258,65;8
273;3;Headphones;5;295,60;23
274;1;Printer;7;207,88;8
274;2;Keyboard;14;324,59;8
274;3;Headphones;16;374,74;8
274;4;Mouse;13;453,85;8
275;1;Printer;13;129,60;23
276;1;Printer;9;445,18;8
276;2;Keyboard;15;230,11;8
276;3;Headphones;9;268,21;8
276;4;Mouse;4;363,39;8
276;5;Hard drive;18;477,98;8
276;6;RAM;19;80,90;8
276;7;Graphics Card;12;468,89;8
276;8;Processor;2;61,31;8
277;1;Printer;7;488,73;23
277;2;Keyboard;11;467,46;8
277;3;Headphones;5;428,47;23
277;4;Mouse;11;214,84;8
277;5;Hard drive;7;200,89;23
277;6;RAM;6;475,07;8
277;7;Graphics Card;1;226,78;23
277;8;Processor;6;314,06;8
277;9;Monitor;18;292,40;23
278;1;Printer;3;183,08;8
278;2;Keyboard;9;190,25;8
278;3;Headphones;10;171,66;8
278;4;Mouse;7;58,64;8
278;5;Hard drive;4;120,75;8
278;6;RAM;16;424,21;8
278;7;Graphics Card;6;18,17;8
278;8;Processor;8;185,60;8
278;9;Monitor;3;81,26;8
279;1;Printer;2;447,74;23
280;1;Printer;12;99,78;8
280;2;Keyboard;6;255,47;8
280;3;Headphones;3;281,45;8
280;4;Mouse;6;349,59;8
280;5;Hard drive;10;434,74;8
280;6;RAM;12;162,72;8
281;1;Printer;2;401,94;23
281;2;Keyboard;3;60,23;8
281;3;Headphones;6;111,29;23
281;4;Mouse;9;75,31;8
282;1;Printer;12;160,50;8
282;2;Keyboard;4;22,86;8
282;3;Headphones;12;406,50;8
282;4;Mouse;5;195,70;8
282;5;Hard drive;2;498,73;8
282;6;RAM;2;454,04;8
282;7;Graphics Card;4;154,03;8
282;8;Processor;4;81,17;8
282;9;Monitor;6;295,04;8
283;1;Printer;6;214,19;23
283;2;Keyboard;18;70,36;8
283;3;Headphones;6;142,70;23
283;4;Mouse;2;247,62;8
283;5;Hard drive;16;378,75;23
283;6;RAM;16;113,26;8
283;7;Graphics Card;7;15,15;23
283;8;Processor;4;444,88;8
284;1;Printer;8;110,38;8
284;2;Keyboard;9;42,92;8
285;1;Printer;15;91,82;23
285;2;Keyboard;15;168,89;8
285;3;Headphones;4;73,89;23
285;4;Mouse;2;99,67;8
286;1;Printer;7;88,64;8
286;2;Keyboard;8;93,67;8
286;3;Headphones;14;71,47;8
286;4;Mouse;13;355,95;8
287;1;Printer;16;422,49;23
288;1;Printer;15;484,32;8
288;2;Keyboard;15;452,87;8
288;3;Headphones;2;463,24;8
288;4;Mouse;19;216,45;8
288;5;Hard drive;7;219,31;8
289;1;Printer;13;141,07;23
289;2;Keyboard;7;205,05;8
289;3;Headphones;6;125,28;23
289;4;Mouse;4;392,93;8
289;5;Hard drive;5;307,29;23
289;6;RAM;3;44,88;8
289;7;Graphics Card;6;384,67;23
289;8;Processor;9;160,31;8
290;1;Printer;18;276,72;8
290;2;Keyboard;11;75,59;8
291;1;Printer;16;229,36;23
291;2;Keyboard;2;124,78;8
291;3;Headphones;11;358,74;23
291;4;Mouse;4;315,21;8
291;5;Hard drive;15;314,46;23
291;6;RAM;7;284,79;8
291;7;Graphics Card;7;344,45;23
291;8;Processor;6;445,52;8
291;9;Monitor;3;207,02;23
292;1;Printer;14;157,50;8
292;2;Keyboard;15;138,45;8
292;3;Headphones;15;362,86;8
292;4;Mouse;11;288,59;8
292;5;Hard drive;6;23,80;8
292;6;RAM;5;479,99;8
293;1;Printer;4;74,07;23
293;2;Keyboard;2;38,79;8
293;3;Headphones;14;202,12;23
294;1;Printer;7;343,03;8
295;1;Printer;19;112,54;23
295;2;Keyboard;8;85,84;8
295;3;Headphones;2;40,12;23
295;4;Mouse;17;122,80;8
295;5;Hard drive;16;121,16;23
295;6;RAM;14;444,56;8
296;1;Printer;9;163,98;8
296;2;Keyboard;5;186,93;8
296;3;Headphones;14;337,69;8
296;4;Mouse;13;466,90;8
296;5;Hard drive;19;73,47;8
297;1;Printer;10;292,36;23
297;2;Keyboard;10;132,84;8
297;3;Headphones;6;264,37;23
297;4;Mouse;14;262,69;8
297;5;Hard drive;2;480,54;23
297;6;RAM;17;360,67;8
298;1;Printer;16;318,14;8
298;2;Keyboard;18;136,60;8
298;3;Headphones;1;169,52;8
299;1;Printer;8;242,88;23
299;2;Keyboard;9;497,29;8
299;3;Headphones;5;483,87;23
299;4;Mouse;1;417,79;8
299;5;Hard drive;11;291,86;23
299;6;RAM;4;250,43;8
300;1;Printer;19;25,36;8
300;2;Keyboard;14;89,65;8
300;3;Headphones;13;234,69;8
301;1;Printer;9;378,86;23
302;1;Printer;13;53,84;8
303;1;Printer;8;175,53;23
303;2;Keyboard;6;329,77;8
303;3;Headphones;17;211,14;23
303;4;Mouse;13;310,74;8
303;5;Hard drive;11;463,33;23
303;6;RAM;2;169,79;8
304;1;Printer;9;457,99;8
305;1;Printer;1;150,24;23
305;2;Keyboard;5;171,41;8
305;3;Headphones;3;344,25;23
306;1;Printer;18;97,48;8
306;2;Keyboard;14;408,48;8
306;3;Headphones;7;18,47;8
306;4;Mouse;8;56,02;8
306;5;Hard drive;9;96,80;8
307;1;Printer;18;473,68;23
307;2;Keyboard;14;187,61;8
307;3;Headphones;2;218,55;23
308;1;Printer;5;348,90;8
308;2;Keyboard;3;140,21;8
309;1;Printer;6;31,13;23
309;2;Keyboard;1;43,77;8
310;1;Printer;14;193,78;8
310;2;Keyboard;14;350,11;8
310;3;Headphones;7;12,90;8
310;4;Mouse;16;478,40;8
310;5;Hard drive;7;18,70;8
310;6;RAM;7;142,26;8
310;7;Graphics Card;16;222,92;8
310;8;Processor;10;413,87;8
310;9;Monitor;8;225,62;8
311;1;Printer;19;314,03;23
312;1;Printer;5;375,60;8
312;2;Keyboard;15;153,60;8
313;1;Printer;2;279,38;23
313;2;Keyboard;2;355,95;8
313;3;Headphones;8;243,55;23
313;4;Mouse;2;471,04;8
313;5;Hard drive;5;437,64;23
313;6;RAM;14;454,73;8
314;1;Printer;18;307,74;8
314;2;Keyboard;2;457,89;8
314;3;Headphones;15;487,98;8
314;4;Mouse;18;104,25;8
314;5;Hard drive;3;334,60;8
315;1;Printer;12;220,72;23
316;1;Printer;17;111,49;8
316;2;Keyboard;12;191,17;8
316;3;Headphones;5;272,75;8
316;4;Mouse;12;464,28;8
317;1;Printer;10;284,12;23
317;2;Keyboard;1;196,49;8
317;3;Headphones;10;151,07;23
317;4;Mouse;6;184,16;8
317;5;Hard drive;2;311,46;23
318;1;Printer;15;324,76;8
318;2;Keyboard;10;371,67;8
318;3;Headphones;12;429,82;8
318;4;Mouse;11;418,41;8
318;5;Hard drive;17;334,35;8
318;6;RAM;2;33,78;8
318;7;Graphics Card;16;104,16;8
319;1;Printer;11;273,45;23
320;1;Printer;10;341,46;8
320;2;Keyboard;17;140,72;8
320;3;Headphones;2;300,46;8
320;4;Mouse;11;404,90;8
320;5;Hard drive;17;478,02;8
320;6;RAM;10;356,70;8
320;7;Graphics Card;4;64,87;8
320;8;Processor;14;344,74;8
321;1;Printer;12;179,50;23
321;2;Keyboard;11;135,27;8
322;1;Printer;6;181,23;8
323;1;Printer;2;52,86;23
323;2;Keyboard;11;311,81;8
323;3;Headphones;19;72,26;23
323;4;Mouse;12;317,63;8
323;5;Hard drive;8;302,61;23
324;1;Printer;1;379,10;8
324;2;Keyboard;5;492,25;8
324;3;Headphones;10;267,81;8
324;4;Mouse;8;229,51;8
324;5;Hard drive;11;135,43;8
324;6;RAM;8;32,55;8
324;7;Graphics Card;2;92,62;8
324;8;Processor;2;173,32;8
325;1;Printer;14;179,70;23
325;2;Keyboard;6;176,70;8
325;3;Headphones;19;99,91;23
325;4;Mouse;2;237,79;8
325;5;Hard drive;5;326,79;23
325;6;RAM;4;474,46;8
325;7;Graphics Card;14;367,81;23
326;1;Printer;14;191,86;8
326;2;Keyboard;10;233,32;8
326;3;Headphones;15;190,17;8
327;1;Printer;10;31,98;23
327;2;Keyboard;13;44,55;8
327;3;Headphones;18;179,77;23
327;4;Mouse;15;310,36;8
327;5;Hard drive;6;266,81;23
327;6;RAM;4;433,45;8
327;7;Graphics Card;14;204,49;23
328;1;Printer;12;422,17;8
328;2;Keyboard;15;211,63;8
328;3;Headphones;14;294,74;8
328;4;Mouse;3;107,71;8
328;5;Hard drive;17;245,06;8
328;6;RAM;5;159,71;8
328;7;Graphics Card;6;200,24;8
329;1;Printer;17;346,35;23
329;2;Keyboard;17;191,60;8
329;3;Headphones;13;110,80;23
330;1;Printer;14;431,03;8
330;2;Keyboard;1;426,05;8
330;3;Headphones;18;86,08;8
330;4;Mouse;17;439,60;8
330;5;Hard drive;18;370,12;8
330;6;RAM;17;58,68;8
330;7;Graphics Card;8;438,63;8
330;8;Processor;18;150,93;8
331;1;Printer;13;373,83;23
332;1;Printer;18;310,36;8
332;2;Keyboard;1;9,74;8
332;3;Headphones;16;90,79;8
332;4;Mouse;2;312,52;8
332;5;Hard drive;7;129,64;8
332;6;RAM;15;289,49;8
332;7;Graphics Card;6;220,62;8
332;8;Processor;2;13,95;8
332;9;Monitor;10;188,35;8
333;1;Printer;3;62,60;23
333;2;Keyboard;10;153,41;8
333;3;Headphones;2;423,06;23
333;4;Mouse;4;283,60;8
333;5;Hard drive;7;274,75;23
333;6;RAM;17;372,99;8
333;7;Graphics Card;18;411,61;23
333;8;Processor;7;10,97;8
333;9;Monitor;7;281,29;23
334;1;Printer;2;273,88;8
334;2;Keyboard;15;53,80;8
334;3;Headphones;14;131,04;8
334;4;Mouse;5;165,23;8
334;5;Hard drive;4;387,54;8
334;6;RAM;9;15,70;8
334;7;Graphics Card;17;30,60;8
335;1;Printer;8;62,67;23
335;2;Keyboard;14;378,46;8
335;3;Headphones;16;219,30;23
